time,seconds_elapsed,dBFS
1773200177470000000,68.89700024414063,-23
1773200177895000000,69.322,-15
1773200178116000000,69.543,-16
1773200178223000000,69.65,-21
1773200178334000000,69.76100024414062,-20
1773200178445000000,69.872,-20
1773200178557000000,69.984,-23
1773200178668000000,70.095,-18
1773200178778000000,70.20499975585938,-20
1773200178890000000,70.31699975585937,-25
1773200179000000000,70.427,-21
1773200179112000000,70.539,-24
1773200179224000000,70.651,-22
1773200179334000000,70.76100024414062,-25
1773200179447000000,70.874,-25
1773200179557000000,70.984,-24
1773200179668000000,71.095,-27
1773200179780000000,71.207,-23
1773200179890000000,71.31699975585937,-19
1773200180002000000,71.42899975585938,-23
1773200180113000000,71.54,-17
1773200180224000000,71.651,-18
1773200180335000000,71.762,-25
1773200180446000000,71.87300024414063,-26
1773200180558000000,71.98500024414062,-29
1773200180668000000,72.095,-20
1773200180778000000,72.20499975585938,-26
1773200180890000000,72.31699975585937,-26
1773200181002000000,72.42899975585938,-26
1773200181112000000,72.539,-20
1773200181223000000,72.65,-14
1773200181336000000,72.763,-22
1773200181446000000,72.87300024414063,-23
1773200181557000000,72.984,-23
1773200181674000000,73.10099975585938,-23
1773200181779000000,73.206,-27
1773200181890000000,73.31699975585937,-23
1773200182001000000,73.428,-18
1773200182112000000,73.539,-23
1773200182224000000,73.651,-18
1773200182334000000,73.76100024414062,-21
1773200182444000000,73.871,-14
1773200182557000000,73.984,-19
1773200182667000000,74.094,-25
1773200182780000000,74.207,-20
1773200182890000000,74.31699975585937,-19
1773200183000000000,74.427,-13
1773200183111000000,74.538,-18
1773200183223000000,74.65,-18
1773200183334000000,74.76100024414062,-19
1773200183445000000,74.872,-20
1773200183556000000,74.983,-23
1773200183667000000,75.094,-22
1773200183778000000,75.20499975585938,-21
1773200183889000000,75.316,-18
1773200184001000000,75.428,-20
1773200184111000000,75.538,-20
1773200184227000000,75.654,-23
1773200184334000000,75.76100024414062,-19
1773200184445000000,75.872,-24
1773200184556000000,75.983,-19
1773200184667000000,76.094,-19
1773200184776000000,76.203,-16
1773200184888000000,76.315,-19
1773200185000000000,76.427,-18
1773200185111000000,76.538,-18
1773200185223000000,76.65,-23
1773200185333000000,76.76,-21
1773200185445000000,76.872,-19
1773200185555000000,76.982,-18
1773200185666000000,77.09299975585938,-18
1773200185777000000,77.204,-22
1773200185888000000,77.315,-20
1773200186000000000,77.427,-22
1773200186111000000,77.538,-23
1773200186222000000,77.64900024414062,-19
1773200186332000000,77.759,-23
1773200186444000000,77.871,-17
1773200186554000000,77.98099975585937,-23
1773200186666000000,78.09299975585938,-23
1773200186777000000,78.204,-21
1773200186886000000,78.31300024414062,-24
