time,seconds_elapsed,activity
1773200124886000000,16.313000244140625,tilting
1773200124917000000,16.344,unknown
1773200146239000000,37.666,tilting
1773200146283000000,37.71,unknown
1773200165536000000,56.963,unknown
1773200186695000000,78.122,unknown
1773200205950000000,97.37700024414063,tilting
1773200205989000000,97.416,unknown
1773200225185000000,116.612,tilting
1773200225224000000,116.651,unknown
