time,seconds_elapsed,z,y,x
1773200109028848400,0.455848388671875,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109044933000,0.47193310546875,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109060921300,0.48792138671875,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109076914200,0.5039140625,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109092792300,0.519792236328125,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109108928300,0.53592822265625,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109124919000,0.5519189453125,0.25534167885780334,0.1875356286764145,0.19425514340400696
1773200109140942000,0.567942138671875,0.06475171446800232,0.051312681287527084,-0.012217304669320583
1773200109156932000,0.58393212890625,0.06658431142568588,0.11850785464048386,-0.036041051149368286
1773200109204935700,0.631935791015625,0.045204028487205505,0.21868975460529327,-0.009162978269159794
1773200109220927700,0.647927734375,-0.02871066704392433,0.11484266817569733,0.009162978269159794
1773200109236918800,0.663918701171875,-0.1014036312699318,0.02015855349600315,0.01710422709584236
1773200109252940300,0.679940185546875,-0.13439035415649414,-0.054367005825042725,0.0006108652451075613
1773200109268931000,0.69593115234375,-0.1417207419872284,-0.03848451003432274,-0.030543262138962746
1773200109284921900,0.711921875,-0.12400564551353455,0.07208210229873657,-0.04886921867728233
1773200109300914700,0.727914794921875,-0.12828169763088226,0.1563815027475357,-0.039706241339445114
1773200109316935700,0.743935791015625,-0.1563815027475357,0.19425514340400696,-0.02015855349600315
1773200109332936000,0.75993603515625,-0.17348572611808777,0.17043140530586243,-0.006719517521560192
1773200109348915000,0.7759150390625,-0.16004669666290283,0.11850785464048386,-0.02382374368607998
1773200109364937700,0.791937744140625,-0.15271630883216858,0.08918632566928864,-0.06291911751031876
1773200109380930600,0.8079306640625,-0.15393804013729095,0.09224065393209457,-0.10506882518529892
1773200109396921900,0.823921875,-0.15515977144241333,0.10445795953273773,-0.1270599663257599
1773200109412942300,0.8399423828125,-0.15760323405265808,0.13255776464939117,-0.12034045159816742
1773200109428934700,0.8559345703125,-0.15821409225463867,0.13927727937698364,-0.09468411654233932
1773200109444924400,0.87192431640625,-0.13866640627384186,0.13988813757896423,-0.07024950534105301
1773200109460916000,0.887916015625,-0.11728613078594208,0.1062905490398407,-0.07696902006864548
1773200109476939300,0.903939208984375,-0.1160643994808197,0.0403171069920063,-0.11545353382825851
1773200109500927700,0.927927734375,-0.11850785464048386,0.006719517521560192,-0.13316862285137177
1773200109516918300,0.943918212890625,-0.1215621829032898,0.025045474991202354,-0.09712757170200348
1773200109532937700,0.959937744140625,-0.12767083942890167,0.05253441259264946,-0.05314527451992035
