time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1773231948023000000,0.613,45,1.5,5.68475341796875,82.2239990234375,0,0,157.70001220703125,77.5069036,28.4627545
1773231951931141000,4.52114111328125,88.5,3.5,5.723834991455078,12.600000381469727,0.15378330647945404,0.00004458830153453164,157.70001220703125,77.5082795,28.4631593
1773231952931408600,5.52140869140625,82.69999694824219,2.9000000953674316,5.733837604522705,9,0.5186792612075806,325.08441162109375,157.70001220703125,77.5084233,28.4630847
1773231953931999700,6.521999755859375,103.9000015258789,2.4000000953674316,5.7438435554504395,7.065999984741211,0.15553206205368042,335.3751525878906,157.70001220703125,77.5085478,28.4630163
1773231954943000300,7.533000244140625,94.68421173095703,0.36981749534606934,5.7438435554504395,6.557000160217285,1.402160882949829,174.60528564453125,157.70001220703125,77.5085818,28.4629956
1773231955352650500,7.942650390625,25.72625732421875,0.31066086888313293,12.773195266723633,5.84499979019165,0.6704210638999939,145.9715576171875,158.3000030517578,77.5086035,28.4629853
1773231955942979800,8.532979736328125,83.78742218017578,0.44928884506225586,12.773195266723633,5.623000144958496,0.880855143070221,193.22572326660156,158.3000030517578,77.5086266,28.4629694
1773231955976640800,8.566640869140626,84.40058135986328,0.45837491750717163,12.783194541931152,5.480000019073486,0.9127015471458435,197.90806579589844,158.3000030517578,77.508629,28.4629684
1773231956943860500,9.533860595703125,54.622982025146484,0.4835606813430786,12.783194541931152,4.163000106811523,0.6851406693458557,166.95327758789062,158.3000030517578,77.5086319,28.4629599
1773231957016649200,9.606649169921875,55.546348571777344,0.48404660820961,12.793195724487305,4.089000225067139,0.6899955868721008,165.28753662109375,158.3000030517578,77.5086329,28.4629597
1773231957983970800,10.573970703125,39.06032180786133,0.2902151942253113,12.793195724487305,3.8889999389648438,1.1131653785705566,187.4771270751953,158.3000030517578,77.5086369,28.4629465
1773231959002880500,11.592880615234375,18.111303329467773,0.26332834362983704,12.803193092346191,4.068999767303467,1.2457579374313354,173.67037963867188,158.3000030517578,77.5086433,28.462931
1773231959938594000,12.528593994140625,12.167296409606934,0.24834877252578735,12.813194274902344,4.316999912261963,1.1947572231292725,168.7689971923828,158.3000030517578,77.5086523,28.4629184
1773231960999523000,13.589523193359375,8.762537002563477,0.1965322047472,12.823203086853027,4.015999794006348,1.2487318515777588,162.98289489746094,158.3000030517578,77.5086679,28.4629021
1773231961860713500,14.45071337890625,7.350848197937012,0.1753634214401245,17.590232849121094,3.9040000438690186,1.2894593477249146,161.93666076660156,158.3000030517578,77.5086747,28.4628954
1773231961962920000,14.552919921875,7.345925807952881,0.17479711771011353,17.590232849121094,3.937000036239624,1.3223168849945068,161.70619201660156,158.3000030517578,77.5086831,28.4628835
1773231962008720400,14.598720458984374,7.364943981170654,0.17479711771011353,17.600236892700195,3.8399999141693115,1.3224431276321411,161.7381134033203,158.3000030517578,77.5086839,28.4628836
1773231962962521900,15.55252197265625,8.875426292419434,0.17841088771820068,17.600236892700195,3.747999906539917,1.361411690711975,162.1048126220703,158.3000030517578,77.5086921,28.462869
1773231963982679000,16.572678955078125,8.851602554321289,0.17657607793807983,17.610227584838867,3.6659998893737793,1.35258150100708,161.21044921875,158.3000030517578,77.5087008,28.4628534
1773231964296728300,16.886728271484376,9.283763885498047,0.22155192494392395,17.623531341552734,3.503999948501587,1.35252845287323,159.5211181640625,158.3000030517578,77.5087033,28.4628488
1773231964978782000,17.568781982421875,8.993460655212402,0.16460837423801422,17.623531341552734,3.2869999408721924,1.315390944480896,156.1010284423828,158.3000030517578,77.5087118,28.4628378
1773231965336738600,17.926738525390626,9.286908149719238,0.21232964098453522,17.633525848388672,3.305999994277954,1.3126944303512573,155.44467163085938,158.3000030517578,77.5087155,28.462833
1773231965959433500,18.54943359375,8.928937911987305,0.17235058546066284,17.633525848388672,3.309999942779541,1.3197054862976074,151.79815673828125,158.3000030517578,77.5087263,28.4628235
1773231966272743000,18.862742919921875,8.986848831176758,0.17235058546066284,17.643526077270508,3.2679998874664307,1.3199462890625,151.91485595703125,158.3000030517578,77.5087307,28.4628193
1773231966919028700,19.50902880859375,9.139124870300293,0.20490926504135132,17.643526077270508,3.309999942779541,1.315232276916504,155.61427307128906,158.3000030517578,77.5087362,28.462812
1773231967312752600,19.902752685546876,9.36896800994873,0.20490926504135132,17.653520584106445,3.375,1.3151581287384033,159.1549072265625,158.3000030517578,77.5087388,28.4628075
1773231967958786000,20.5487861328125,10.081793785095215,0.22728021442890167,17.653520584106445,3.4709999561309814,1.2778242826461792,161.9453887939453,158.3000030517578,77.5087427,28.4628001
1773231968261590800,20.8515908203125,10.23568058013916,0.23833343386650085,17.66352653503418,3.621000051498413,0.893643856048584,156.6175537109375,158.3000030517578,77.5087516,28.462801
1773231968560738000,21.150738037109374,11.370723724365234,0.27286621928215027,4.9002461433410645,3.7320001125335693,0.885842502117157,156.33880615234375,158.3000030517578,77.5087545,28.4628015
1773231968999672000,21.589672119140626,9.67751407623291,0.2670838534832001,4.9002461433410645,3.9040000438690186,1.0934913158416748,153.0186004638672,158.3000030517578,77.5087687,28.4627964
