time,seconds_elapsed,dBFS
1773231962735000000,15.325,-29
1773231962846000000,15.436000244140626,-33
1773231962957000000,15.547,-30
1773231963068000000,15.658,-34
1773231963180000000,15.77,-30
1773231963290000000,15.879999755859375,-34
1773231963402000000,15.991999755859375,-36
1773231963512000000,16.102,-37
1773231963626000000,16.215999755859375,-36
1773231963735000000,16.325,-36
1773231963845000000,16.435,-30
1773231963958000000,16.548000244140624,-31
1773231964068000000,16.658,-31
1773231964178000000,16.767999755859375,-32
1773231964290000000,16.879999755859377,-31
1773231964401000000,16.991,-35
1773231964512000000,17.102,-33
1773231964624000000,17.214,-34
1773231964734000000,17.324000244140624,-33
1773231964846000000,17.436000244140626,-37
1773231964958000000,17.548000244140624,-34
1773231965069000000,17.659,-36
1773231965179000000,17.769,-37
1773231965290000000,17.879999755859377,-34
1773231965402000000,17.991999755859375,-33
1773231965512000000,18.102,-28
1773231965623000000,18.213,-34
1773231965734000000,18.324000244140624,-29
1773231965847000000,18.437,-30
1773231965957000000,18.547,-28
1773231966069000000,18.659,-27
1773231966179000000,18.769,-29
1773231966291000000,18.881,-25
1773231966402000000,18.991999755859375,-30
1773231966513000000,19.103,-33
1773231966622000000,19.212000244140626,-32
1773231966733000000,19.323,-31
1773231966845000000,19.435,-30
1773231966955000000,19.545,-29
1773231967067000000,19.657,-37
1773231967178000000,19.767999755859375,-30
1773231967289000000,19.879,-28
1773231967400000000,19.99,-30
1773231967511000000,20.101,-34
1773231967622000000,20.212000244140626,-34
1773231967733000000,20.323,-35
1773231967844000000,20.434,-33
1773231967956000000,20.546,-31
1773231968066000000,20.655999755859376,-30
1773231968179000000,20.769,-38
1773231968288000000,20.878,-35
1773231968400000000,20.99,-37
1773231968511000000,21.101,-32
1773231968622000000,21.212000244140626,-30
1773231968733000000,21.323,-34
1773231968844000000,21.434,-31
1773231968968000000,21.558,-30
1773231969078000000,21.668000244140625,0
1773231969190000000,21.780000244140624,-16
1773231969299000000,21.889,-45
