time,seconds_elapsed,z,y,x
1773230417058191000,0.676191162109375,9.56053352355957,2.166762351989746,0.26779672503471375
1773230417074184400,0.692184326171875,9.557342529296875,2.1821844577789307,0.25624582171440125
1773230417090176500,0.708176513671875,9.55823040008545,2.1819589138031006,0.22288210690021515
1773230417105747000,0.723746826171875,9.569101333618164,2.139421224594116,0.1598966270685196
1773230417122190000,0.740190185546875,9.58566951751709,2.0675525665283203,0.1027313694357872
1773230417138180900,0.756180908203125,9.601139068603516,1.9942716360092163,0.10676584392786026
1773230417154172200,0.772172119140625,9.605324745178223,1.9690388441085815,0.17609697580337524
1773230417170193200,0.788193115234375,9.602404594421387,1.97834312915802,0.22445425391197205
1773230417186183700,0.80418359375,9.590392112731934,2.0346131324768066,0.23475217819213867
1773230417202174700,0.8201748046875,9.572488784790039,2.1222035884857178,0.18462859094142914
1773230417218198500,0.836198486328125,9.554943084716797,2.2062816619873047,0.07602471113204956
1773230417242183400,0.860183349609375,9.545249938964844,2.240818738937378,-0.19321298599243164
1773230417282194200,0.900194091796875,9.546860694885254,2.2350971698760986,-0.1794089823961258
1773230417298183200,0.91618310546875,9.55258846282959,2.214456558227539,-0.12086835503578186
1773230417314175500,0.932175537109375,9.560591697692871,2.182558059692383,-0.04360876604914665
1773230417330197000,0.948197021484375,9.5675048828125,2.152116298675537,0.040259238332509995
1773230417346187800,0.964187744140625,9.568513870239258,2.145526170730591,0.10313984006643295
1773230417362178800,0.9801787109375,9.57304573059082,2.125108242034912,0.10538524389266968
1773230417378170000,0.996170166015625,9.576754570007324,2.108455181121826,0.10285079479217529
1773230417393810000,1.011809814453125,9.579855918884277,2.094385862350464,0.10143164545297623
1773230417410184200,1.02818408203125,9.582230567932129,2.0834908485412598,0.10159213095903397
1773230417426175200,1.04417529296875,9.583969116210938,2.0756163597106934,0.09871084243059158
1773230417442197800,1.06019775390625,9.58481502532959,2.07192063331604,0.09413959085941315
1773230417458188300,1.076188232421875,9.584815979003906,2.072145700454712,0.08894403278827667
1773230417474179600,1.0921796875,9.584285736083984,2.0748496055603027,0.08280859887599945
1773230417490170600,1.108170654296875,9.584118843078613,2.0759031772613525,0.0753810778260231
1773230417506192100,1.124192138671875,9.585219383239746,2.0709176063537598,0.07247962057590485
1773230417522184000,1.140183837890625,9.587636947631836,2.059640407562256,0.07403744012117386
1773230417538174700,1.1561748046875,9.590508460998535,2.046043872833252,0.07905446738004684
1773230417554196200,1.1721962890625,9.592849731445312,2.034878730773926,0.08304357528686523
1773230417570187500,1.1881875,9.592965126037598,2.034296989440918,0.0839630663394928
1773230417586177000,1.204177001953125,9.590604782104492,2.0456595420837402,0.07719141244888306
1773230417602201300,1.220201416015625,9.58586311340332,2.06823468208313,0.06352050602436066
1773230417618190600,1.236190673828125,9.579882621765137,2.0961766242980957,0.047827042639255524
1773230417634182400,1.252182373046875,9.57282543182373,2.1284220218658447,0.03506704047322273
1773230417650174000,1.268174072265625,9.564090728759766,2.167403221130371,0.030254049226641655
1773230417666195200,1.2841953125,9.55048942565918,2.226567268371582,0.030631395056843758
1773230417682186500,1.3001865234375,9.532198905944824,2.3036937713623047,0.023799613118171692
1773230417698176500,1.316176513671875,9.5110502243042,2.389627695083618,0.001291647320613265
1773230417714169600,1.332169677734375,9.491881370544434,2.464383840560913,-0.037273209542036057
1773230417730190800,1.34819091796875,9.476273536682129,2.5221359729766846,-0.09718608111143112
1773230417746183000,1.364182861328125,9.462329864501953,2.5711488723754883,-0.15455803275108337
1773230417762174200,1.38017431640625,9.451019287109375,2.6066677570343018,-0.2321571260690689
1773230417778193700,1.396193603515625,9.440171241760254,2.6379449367523193,-0.30790942907333374
1773230417794187500,1.4121875,9.432562828063965,2.658630609512329,-0.35892754793167114
1773230417810178300,1.42817822265625,9.430042266845703,2.6654434204101562,-0.37430357933044434
1773230417826199000,1.444198974609375,9.434165954589844,2.6506898403167725,-0.375154584646225
1773230417842191600,1.460191650390625,9.441743850708008,2.623324394226074,-0.3768640160560608
1773230417858182000,1.476181884765625,9.45058536529541,2.591379165649414,-0.3762693405151367
1773230417874174200,1.49217431640625,9.459718704223633,2.559156894683838,-0.36720019578933716
1773230417890195200,1.5081953125,9.468280792236328,2.528895139694214,-0.35600748658180237
1773230417906186200,1.524186279296875,9.475082397460938,2.503720760345459,-0.3529563248157501
1773230417922176800,1.5401767578125,9.478363990783691,2.490407943725586,-0.35898762941360474
1773230417938199300,1.55619921875,9.478307723999023,2.4891881942749023,-0.368802547454834
1773230417954189600,1.572189453125,9.475320816040039,2.499255418777466,-0.37736448645591736
1773230417970181600,1.588181640625,9.47106647491455,2.5140511989593506,-0.3858054280281067
1773230417986173000,1.6041728515625,9.466806411743164,2.529787063598633,-0.3874867856502533
1773230418002195500,1.620195556640625,9.464507102966309,2.5395781993865967,-0.37950965762138367
1773230418018186000,1.63618603515625,9.46582317352295,2.5368130207061768,-0.36488449573516846
1773230418034178300,1.65217822265625,9.471027374267578,2.5194151401519775,-0.3500988185405731
1773230418050169600,1.668169677734375,9.479325294494629,2.489823341369629,-0.33698728680610657
1773230418066188500,1.6841884765625,9.488059043884277,2.4583544731140137,-0.32190337777137756
1773230418082180400,1.700180419921875,9.497081756591797,2.4231321811676025,-0.3228842318058014
1773230418098171600,1.716171630859375,9.506577491760254,2.3838226795196533,-0.3358080983161926
1773230418114195000,1.73219482421875,9.516839981079102,2.3409433364868164,-0.3466150462627411
1773230418130185700,1.748185791015625,9.52849006652832,2.2939558029174805,-0.34064051508903503
1773230418146177300,1.76417724609375,9.54164981842041,2.2408711910247803,-0.32527774572372437
1773230418162199600,1.780199462890625,9.555052757263184,2.1857168674468994,-0.30660292506217957
1773230418178188500,1.7961884765625,9.56723690032959,2.134411334991455,-0.28749921917915344
1773230418194181000,1.81218115234375,9.577215194702148,2.0915770530700684,-0.26951512694358826
1773230418210173000,1.8281728515625,9.585081100463867,2.057765483856201,-0.24945224821567535
1773230418226194200,1.844194091796875,9.591805458068848,2.027186870574951,-0.24118444323539734
1773230418242184200,1.86018408203125,9.596820831298828,2.0026473999023438,-0.24661344289779663
1773230418258175700,1.87617578125,9.60055160522461,1.9845538139343262,-0.2476627677679062
1773230418274199000,1.892198974609375,9.604364395141602,1.9661731719970703,-0.24645668268203735
1773230418290189300,1.908189208984375,9.60858154296875,1.9452320337295532,-0.24821455776691437
1773230418306179600,1.9241796875,9.613211631774902,1.9222519397735596,-0.24798224866390228
1773230418322172200,1.940172119140625,9.617901802062988,1.8999149799346924,-0.23803865909576416
1773230418338193400,1.956193359375,9.622239112854004,1.8797701597213745,-0.22218918800354004
1773230418354183700,1.97218359375,9.62555980682373,1.8647270202636719,-0.2043691724538803
1773230418370176500,1.988176513671875,9.627503395080566,1.8566334247589111,-0.18570882081985474
1773230418386197500,2.004197509765625,9.628101348876953,1.8549352884292603,-0.17110279202461243
1773230418402190000,2.020190185546875,9.626758575439453,1.8625937700271606,-0.1632571816444397
1773230418418181400,2.036181396484375,9.623052597045898,1.8816955089569092,-0.16265596449375153
1773230418434172000,2.052171875,9.617992401123047,1.9071965217590332,-0.16495507955551147
1773230418450194400,2.0681943359375,9.612485885620117,1.9341816902160645,-0.17162202298641205
1773230418466185200,2.084185302734375,9.606955528259277,1.960884928703308,-0.178072988986969
1773230418482176300,2.10017626953125,9.601491928100586,1.9880461692810059,-0.1715020090341568
1773230418498197800,2.11619775390625,9.596226692199707,2.0145649909973145,-0.1560330092906952
1773230418514186200,2.132186279296875,9.590693473815918,2.0418944358825684,-0.1401619166135788
1773230418530179800,2.148179931640625,9.584100723266602,2.0734872817993164,-0.12669837474822998
1773230418546169000,2.164169189453125,9.576516151428223,2.108814239501953,-0.11679141968488693
1773230418562193700,2.180193603515625,9.569051742553711,2.1428515911102295,-0.10872480273246765
1773230418578183700,2.19618359375,9.562209129333496,2.1735799312591553,-0.10043686628341675
1773230418594174500,2.212174560546875,9.55663013458252,2.198418140411377,-0.09029818326234818
1773230418610196500,2.228196533203125,9.552363395690918,2.2171926498413086,-0.08248893916606903
1773230418626187800,2.244187744140625,9.54904556274414,2.2316384315490723,-0.07687350362539291
1773230418642180000,2.26018017578125,9.546624183654785,2.242204427719116,-0.0699082687497139
1773230418658199300,2.27619921875,9.544961929321289,2.2495615482330322,-0.059796299785375595
1773230418674193700,2.292193603515625,9.544197082519531,2.2529690265655518,-0.05297726392745972
1773230418690184400,2.308184326171875,9.543617248535156,2.25545597076416,-0.0516677163541317
1773230418706176000,2.324176025390625,9.541956901550293,2.2623581886291504,-0.056363362818956375
1773230418722197000,2.340197021484375,9.539678573608398,2.271859884262085,-0.059732768684625626
1773230418738189000,2.35618896484375,9.538743019104004,2.275846242904663,-0.05736479535698891
1773230418754178300,2.37217822265625,9.539849281311035,2.2713215351104736,-0.05256572738289833
1773230418770168800,2.3881689453125,9.541983604431152,2.262378215789795,-0.050908349454402924
1773230418786191600,2.404191650390625,9.544341087341309,2.2523176670074463,-0.054907504469156265
1773230418802183000,2.420182861328125,9.547883033752441,2.2371044158935547,-0.06053765490651131
1773230418818174200,2.43617431640625,9.553376197814941,2.2133989334106445,-0.06523406505584717
