time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1773230417058191000,0.676191162109375,0.11183705180883408,-0.0011409076396375895,0.11201393604278564,0.9873926043510437,-0.028003323823213577,-0.22278665006160736,-0.22870130836963654
1773230417074184400,0.692184326171875,-0.25703364610671997,-0.04166704788804054,0.10476167500019073,0.9598034024238586,-0.026804985478520393,-0.22439943253993988,0.5202966332435608
1773230417090176500,0.708176513671875,-0.2857678234577179,-0.043152518570423126,0.10394109040498734,0.9516673684120178,-0.02331412024796009,-0.22437582910060883,0.5808027982711792
1773230417105747000,0.723746826171875,-0.2822352647781372,-0.0390283428132534,0.10290002822875977,0.9530119299888611,-0.016708124428987503,-0.21992892026901245,0.573998749256134
1773230417122190000,0.740190185546875,-0.2954981029033661,-0.036534763872623444,0.09965985268354416,0.9494283199310303,-0.010716772638261318,-0.21242567896842957,0.6023268699645996
1773230417138180900,0.756180908203125,-0.29550912976264954,-0.03559065982699394,0.09597636014223099,0.9498400688171387,-0.011119664646685123,-0.2047875076532364,0.6021018624305725
1773230417154172200,0.772172119140625,-0.2867884933948517,-0.03773193806409836,0.09402680397033691,0.9526214599609375,-0.018331212922930717,-0.2021602839231491,0.5829837918281555
1773230417170193200,0.788193115234375,-0.29443708062171936,-0.04100022464990616,0.09344853460788727,0.9502068758010864,-0.023370541632175446,-0.2031288743019104,0.5985853672027588
1773230417186183700,0.80418359375,-0.3007770776748657,-0.04302128031849861,0.09578747302293777,0.9478961825370789,-0.02447296306490898,-0.20899084210395813,0.6119554042816162
1773230417202174700,0.8201748046875,-0.30769407749176025,-0.04270048812031746,0.10057608783245087,0.9451906681060791,-0.01928502507507801,-0.2181302309036255,0.6273224353790283
1773230417218198500,0.836198486328125,-0.29174309968948364,-0.03697386384010315,0.10708148032426834,0.9497644901275635,-0.007956416346132755,-0.22692057490348816,0.595144510269165
1773230417242183400,0.860183349609375,-0.28790783882141113,-0.023846067488193512,0.11295614391565323,0.9506741762161255,0.020239030942320824,-0.2305365651845932,0.5904748439788818
1773230417282194200,0.900194091796875,-0.3008362948894501,-0.025966908782720566,0.11212189495563507,0.9467058181762695,0.018790246918797493,-0.22993730008602142,0.6175305247306824
1773230417298183200,0.91618310546875,-0.3067081570625305,-0.029183706268668175,0.11000824719667435,0.944974422454834,0.012652266770601273,-0.2277761995792389,0.6291289329528809
1773230417314175500,0.932175537109375,-0.2913348972797394,-0.030692296102643013,0.10771925747394562,0.9500413537025452,0.004561272449791431,-0.22443848848342896,0.5956161022186279
1773230417330197000,0.948197021484375,-0.2822883725166321,-0.03333732485771179,0.10526920109987259,0.952953577041626,-0.004207889083772898,-0.2212556004524231,0.5755119323730469
1773230417346187800,0.964187744140625,-0.2783452272415161,-0.03590197116136551,0.10417576879262924,0.9541397094726562,-0.010778668336570263,-0.22056683897972107,0.5665000081062317
1773230417362178800,0.9801787109375,-0.2730356752872467,-0.035137638449668884,0.10332413017749786,0.9557934999465942,-0.011008094064891338,-0.21843360364437103,0.5552991628646851
1773230417378170000,0.996170166015625,-0.2753875255584717,-0.035024140030145645,0.10244377702474594,0.9552174806594849,-0.010739216580986977,-0.21669448912143707,0.56020587682724
1773230417393810000,1.011809814453125,-0.27897122502326965,-0.035130903124809265,0.10163211822509766,0.9542598128318787,-0.010587617754936218,-0.2152256816625595,0.567690908908844
1773230417410184200,1.02818408203125,-0.2796974778175354,-0.035055000334978104,0.10106130689382553,0.9541106820106506,-0.010601741261780262,-0.21408860385417938,0.5691819190979004
1773230417426175200,1.04417529296875,-0.2798071801662445,-0.03480831906199455,0.10070732235908508,0.954124927520752,-0.010299215093255043,-0.21326695382595062,0.5694223642349243
1773230417442197800,1.06019775390625,-0.2805035412311554,-0.03460206836462021,0.10056422650814056,0.9539430737495422,-0.009821427054703236,-0.21288138628005981,0.5709224343299866
1773230417458188300,1.076188232421875,-0.28170374035835266,-0.03447636589407921,0.10060714930295944,0.9535893201828003,-0.00927941408008337,-0.21290484070777893,0.57349693775177
1773230417474179600,1.0921796875,-0.28341102600097656,-0.034395329654216766,0.1007690504193306,0.9530690908432007,-0.008639823645353317,-0.21318694949150085,0.5771538615226746
1773230417490170600,1.108170654296875,-0.2835260033607483,-0.0340581089258194,0.10092566907405853,0.9530304670333862,-0.007865045219659805,-0.21329686045646667,0.5774801969528198
1773230417506192100,1.124192138671875,-0.2833493649959564,-0.033822134137153625,0.10072676092386246,0.9531124830245972,-0.007561458274722099,-0.21277673542499542,0.5771271586418152
1773230417522184000,1.140183837890625,-0.28380462527275085,-0.03377779573202133,0.10012798756361008,0.953041672706604,-0.007722025271505117,-0.2116004079580307,0.5780328512191772
1773230417538174700,1.1561748046875,-0.28492653369903564,-0.03393765166401863,0.09933993965387344,0.9527836441993713,-0.008242803625762463,-0.2101825326681137,0.5802940130233765
1773230417554196200,1.1721962890625,-0.28546497225761414,-0.03402154520153999,0.09870835393667221,0.9526851773262024,-0.008656604215502739,-0.2090185284614563,0.5813496112823486
1773230417570187500,1.1881875,-0.2855161726474762,-0.03406325355172157,0.09866415709257126,0.9526728987693787,-0.008752343244850636,-0.20895788073539734,0.581445574760437
1773230417586177000,1.204177001953125,-0.2855752408504486,-0.033907972276210785,0.09932512789964676,0.9525920152664185,-0.008048475719988346,-0.21014244854450226,0.5816750526428223
1773230417602201300,1.220201416015625,-0.28570544719696045,-0.033590514212846756,0.10064154118299484,0.9524260759353638,-0.006626380607485771,-0.21249684691429138,0.5821638107299805
1773230417618190600,1.236190673828125,-0.28546884655952454,-0.03321586921811104,0.1022675484418869,0.9523369669914246,-0.004992404021322727,-0.21541261672973633,0.5819263458251953
1773230417634182400,1.252182373046875,-0.2853335738182068,-0.03306077793240547,0.10406127572059631,0.9521886110305786,-0.0036631696857511997,-0.2187797576189041,0.5818889141082764
1773230417650174000,1.268174072265625,-0.28557392954826355,-0.033439718186855316,0.10606066137552261,0.9518826007843018,-0.003163285320624709,-0.2228536754846573,0.5825773477554321
1773230417666195200,1.2841953125,-0.2862182557582855,-0.03442784398794174,0.10897379368543625,0.9513246417045593,-0.0032073005568236113,-0.2290440797805786,0.5841275453567505
1773230417682186500,1.3001865234375,-0.2871428430080414,-0.03537501022219658,0.11287926137447357,0.9505556225776672,-0.002496754750609398,-0.2371274083852768,0.5864286422729492
1773230417698176500,1.316176513671875,-0.2879282534122467,-0.03568064421415329,0.1174662634730339,0.9497504830360413,-0.0001358049048576504,-0.24615246057510376,0.5886936187744141
1773230417714169600,1.332169677734375,-0.28823569416999817,-0.03497394546866417,0.1217602863907814,0.9491425156593323,0.0039268312975764275,-0.25402024388313293,0.5901607871055603
1773230417730190800,1.34819091796875,-0.28684908151626587,-0.03273512050509453,0.12559020519256592,0.9491434097290039,0.010255368426442146,-0.26010942459106445,0.5883238911628723
1773230417746183000,1.364182861328125,-0.2858313024044037,-0.030527165159583092,0.12893222272396088,0.9490759968757629,0.016332583501935005,-0.2652848958969116,0.5872353315353394
1773230417762174200,1.38017431640625,-0.28540486097335815,-0.027192363515496254,0.13188131153583527,0.9489004611968994,0.024559302255511284,-0.269040048122406,0.5876580476760864
1773230417778193700,1.396193603515625,-0.2849394381046295,-0.023875409737229347,0.13459274172782898,0.9487488269805908,0.0326053760945797,-0.2723499536514282,0.5879904627799988
1773230417794187500,1.4121875,-0.2843130826950073,-0.02158910036087036,0.13640768826007843,0.948732316493988,0.038033612072467804,-0.2745406925678253,0.5875751376152039
1773230417810178300,1.42817822265625,-0.28403976559638977,-0.020896147936582565,0.13698545098304749,0.948746383190155,0.039671845734119415,-0.2752625346183777,0.5872790813446045
1773230417826199000,1.444198974609375,-0.2844388484954834,-0.020687060430645943,0.13624775409698486,0.9487376809120178,0.03974458947777748,-0.2736995816230774,0.5880346894264221
1773230417842191600,1.460191650390625,-0.2853977382183075,-0.020322607830166817,0.13487783074378967,0.9486532807350159,0.039893485605716705,-0.2708023488521576,0.589899480342865
1773230417858182000,1.476181884765625,-0.28610849380493164,-0.01996431313455105,0.133250430226326,0.9486768841743469,0.03979337960481644,-0.26742321252822876,0.5911775827407837
1773230417874174200,1.49217431640625,-0.28653863072395325,-0.019977843388915062,0.13148951530456543,0.9487924575805664,0.0387977659702301,-0.2640179693698883,0.5917400121688843
1773230417890195200,1.5081953125,-0.2867262661457062,-0.0200914666056633,0.12980131804943085,0.948965847492218,0.037582311779260635,-0.26082271337509155,0.5917787551879883
